author,title,school,year,pages,ee,publisher,booktitle,address,journal,volume,number,month,url,cdrom,editor,cite,note,crossref,isbn,series,chapter,publnr
Saeed Dabbaghchian,Computational Modeling of the Vocal Tract: Applications to Speech Production.,"KTH Royal Institute of Technology, Sweden",2018,,https://urn.kb.se/resolve?urn=urn:nbn:se:kth:diva-239071,,,,,,,,,,,,,,,,,
Lisa Kaati,Reduction Techniques for Finite (Tree) Automata.,"Uppsala University, Sweden",2008,,https://urn.kb.se/resolve?urn=urn:nbn:se:uu:diva-9330,,,,,,,,,,,,,,,,,
Olov Schelén,Quality of service agents in the internet.,"Lulea University of Technology, Sweden",1998,,https://urn.kb.se/resolve?urn=urn:nbn:se:ltu:diva-16997,,,,,,,,,,,,,,,,,
Daniel Fällman,In Romance with the Materials of Mobile Interaction: A Phenomenological Approach to the Design of Mobile Information Technology.,"Umea University, Sweden",2003,,https://urn.kb.se/resolve?urn=urn:nbn:se:umu:diva-170,,,,,,,,,,,,,,,,,
Jing Zhao 0017,Learning Predictive Models from Electronic Health Records.,"Stockholm University, Sweden",2017,,"https://urn.kb.se/resolve?urn=urn:nbn:se:su:diva-137936, https://nbn-resolving.org/urn:nbn:se:su:diva-137936, https://www.base-search.net/Record/c9652868626439b867f3b4997052bfb496c1a3a8114c6ddf5006c4a66e8e82f6",,,,,,,,,,,,base-search.net (ftstockholmuniv:oai:DiVA.org:su-137936),,,,,
Mattias Arvola,Shades of Use: The Dynamics of Interaction Design for Sociable Use.,"Linköping University, Sweden",2005,,https://urn.kb.se/resolve?urn=urn:nbn:se:liu:diva-5019,,,,,,,,,,,,,,,,,
Marcus Nohlberg,"Securing Information Assets: Understanding, Measuring and Protecting against Social Engineering Attacks.","Stockholm University, Sweden",2008,,https://urn.kb.se/resolve?urn=urn:nbn:se:su:diva-8379,,,,,,,,,,,,,,,,,
Erik Bergström,Supporting Information Security Management: Developing a Method for Information Classification.,"University of Skövde, Sweden",2020,,https://urn.kb.se/resolve?urn=urn:nbn:se:his:diva-18920,,,,,,,,,,,,,,,,,
Martin Henkel,Service-based Processes: Design for business and technology.,"KTH Royal Institute of Technology, Sweden",2008,,https://urn.kb.se/resolve?urn=urn:nbn:se:kth:diva-9386,,,,,,,,,,,,,,,,,
Mturi Elias,"Design of Business Process Model Repositories: Requirements, Semantic Annotation Model and Relationship Meta-model.","Stockholm University, Sweden",2015,,https://urn.kb.se/resolve?urn=urn:nbn:se:su:diva-117035,,,,,,,,,,,,,,,,,
Alexander Karlsson,Evaluating credal set theory as a belief framework in high-level information fusion for automated decision-making.,"Örebro University, Sweden",2010,,https://urn.kb.se/resolve?urn=urn:nbn:se:oru:diva-11664,,,,,,,,,,,,,,,,,
Mattias Rost,Mobility is the Message: Experiments with Mobile Media Sharing.,"Stockholm University, Sweden",2013,,https://urn.kb.se/resolve?urn=urn:nbn:se:su:diva-87218,,,,,,,,,,,,,,,,,
Sara Younes,Uncovering biomarkers and molecular heterogeneity of complex diseases: Utilizing the power of Data Science.,"Uppsala University, Sweden",2021,,https://urn.kb.se/resolve?urn=urn:nbn:se:uu:diva-454997,,,,,,,,,,,,,,,,,
Ronald Jabangwe,Software Quality Evaluation for Evolving Systems in Distributed Development Environments.,"Blekinge Institute of Technology, Sweden",2015,,https://urn.kb.se/resolve?urn=urn:nbn:se:bth-00613,,,,,,,,,,,,,,,,,
Henrik Linusson,Nonconformity Measures and Ensemble Strategies: An Analysis of Conformal Predictor Efficiency and Validity.,"Stockholm University, Sweden",2021,,https://urn.kb.se/resolve?urn=urn:nbn:se:su:diva-192613,,,,,,,,,,,,,,,,,
Mattias Jacobsson,"Tinkering With Interactive Materials - Studies, Concepts and Prototypes.","Royal Institute of Technology, Sweden",2013,,https://urn.kb.se/resolve?urn=urn:nbn:se:ri:diva-24284,,,,,,,,,,,,,,,,,
Lennart Molin,Multimediautveckling: Belysning av fyra kunskapsområden med en fördjupning i explorativt kravarbete.,"Karlstad University, Sweden",2005,,https://urn.kb.se/resolve?urn=urn:nbn:se:kau:diva-1415,,,,,,,,,,,,,,,,,
Kurt C. Wallnau,Predictability By Construction: Working the Architecture/Program Seam.,"Mälardalen University, Sweden",2010,,"https://urn.kb.se/resolve?urn=urn:nbn:se:mdh:diva-10150, https://nbn-resolving.org/urn:nbn:se:mdh:diva-10150, https://www.base-search.net/Record/6131caa0bf2aa0eb53b963c5506edcb6b59c11dcdb74a3366ddd567a1b84cf15",,,,,,,,,,,,base-search.net (ftmaelardalensho:oai:DiVA.org:mdh-10150),,,,,
Anneli Hagdahl,Development of IT-supported Inter-organisational Collaboration: A Case Study in the Swedish Public Sector.,"Linköping University, Sweden",2002,,https://urn.kb.se/resolve?urn=urn:nbn:se:liu:diva-5484,,,,,,,,,,,,,,,,,
Per Levén,Kontextuell IT-förståelse.,"Umea University, Sweden",1997,,https://urn.kb.se/resolve?urn=urn:nbn:se:umu:diva-66935,,,,,,,,,,,,,,,,,
Jesper Lund,Digital Innovation: Orchestrating Network Activities.,"Halmstad University, Sweden",2015,,https://urn.kb.se/resolve?urn=urn:nbn:se:hh:diva-29725,,,,,,,,,,,,,,,,,
Aleksandra Rybacka,A step forward in using QSARs for regulatory hazard and exposure assessment of chemicals.,"Umea University, Sweden",2016,,https://urn.kb.se/resolve?urn=urn:nbn:se:umu:diva-120223,,,,,,,,,,,,,,,,,
Joseph Bugeja,On Privacy and Security in Smart Connected Homes.,"Malmö University, Sweden",2021,,https://urn.kb.se/resolve?urn=urn:nbn:se:mau:diva-39619,,,,,,,,,,,,,,,,,
Raveesh Meena,"Data-driven Methods for Spoken Dialogue Systems: Applications in Language Understanding, Turn-taking, Error Detection, and Knowledge Acquisition.","KTH Royal Institute of Technology, Sweden",2016,,https://urn.kb.se/resolve?urn=urn:nbn:se:kth:diva-182985,,,,,,,,,,,,,,,,,
Fredrik Erlandsson,Human Interactions on Online Social Media: Collecting and Analyzing Social Interaction Networks.,"Blekinge Institute of Technology, Sweden",2018,,"https://urn.kb.se/resolve?urn=urn:nbn:se:bth-15503, https://nbn-resolving.org/urn:nbn:se:bth-15503, https://www.base-search.net/Record/e3cc50f8d96acde248b38aeb38d2c7fdd972c2e2b59ec7e0b5805e964539fc0f",,,,,,,,,,,,base-search.net (ftblekingethallb:oai:DiVA.org:bth-15503),,,,,
Osama Ibrahim,Design and Investigation of a Decision Support System for Public Policy Formulation.,"Stockholm University, Sweden",2018,,https://urn.kb.se/resolve?urn=urn:nbn:se:su:diva-159437,,,,,,,,,,,,,,,,,
Simon Tschirner,The GMOC Model: Supporting Development of Systems for Human Control.,"Uppsala University, Sweden",2015,,https://urn.kb.se/resolve?urn=urn:nbn:se:uu:diva-246719,,,,,,,,,,,,,,,,,
Christian Andersson Naesseth,Machine learning using approximate inference: Variational and sequential Monte Carlo methods.,"Linköping University, Sweden",2018,,https://urn.kb.se/resolve?urn=urn:nbn:se:liu:diva-152647,,,,,,,,,,,,,,,,,
Henrik Björklund,Combinatorial Optimization for Infinite Games on Graphs.,"Uppsala University, Sweden",2005,,https://urn.kb.se/resolve?urn=urn:nbn:se:uu:diva-4751,,,,,,,,,,,,,,,,,
Elin Anna Topp,Human-Robot Interaction and Mapping with a Service Robot: Human Augmented Mapping.,"KTH Royal Institute of Technology, Sweden",2008,,https://urn.kb.se/resolve?urn=urn:nbn:se:kth:diva-4899,,,,,,,,,,,,,,,,,
Dinesh Natesan,Neuromechanical basis of airflow-dependent antennal positioning in hawkmoths.,"KTH Royal Institute of Technology, Sweden",2020,,https://urn.kb.se/resolve?urn=urn:nbn:se:kth:diva-285597,,,,,,,,,,,,,,,,,
Jonas Moll,The Influence of Modality Combinations on Communication in Collaborative Virtual Environments.,"KTH Royal Institute of Technology, Sweden",2013,,https://urn.kb.se/resolve?urn=urn:nbn:se:kth:diva-133617,,,,,,,,,,,,,,,,,
Peter Bellström,Schema Integration: How to Integrate Static and Dynamic Database Schemata.,"Karlstad University, Sweden",2010,,https://urn.kb.se/resolve?urn=urn:nbn:se:kau:diva-5541,,,,,,,,,,,,,,,,,
Per-Erik Hellström,Look-ahead Control of Heavy Vehicles.,"Linköping University, Sweden",2010,,https://urn.kb.se/resolve?urn=urn:nbn:se:liu:diva-54922,,,,,,,,,,,,,,,,,
Stefan J. Johansson,On Coordination in Multi-agent Systems.,"Blekinge Institute of Technology, Sweden",2002,,"https://urn.kb.se/resolve?urn=urn:nbn:se:bth-00207, https://nbn-resolving.org/urn:nbn:se:bth-00207, https://www.base-search.net/Record/f50336aa1e567d012d926afee4e135e3ea96aab208474e77c8a6747d40f2ff6d",,,,,,,,,,,,base-search.net (ftblekingethallb:oai:DiVA.org:bth-00207),,,,,
Rebecca Cort,Getting Work Done: The Significance of the Human in Complex Socio-Technical Systems.,"Uppsala University, Sweden",2021,,https://urn.kb.se/resolve?urn=urn:nbn:se:uu:diva-456584,,,,,,,,,,,,,,,,,
Dag Nyström,Data Management in Vehicle Control-Systems.,"Mälardalen University, Sweden",2005,,https://urn.kb.se/resolve?urn=urn:nbn:se:mdh:diva-66,,,,,,,,,,,,,,,,,
Petter Svärd,"Dynamic Cloud Resource Management: Scheduling, Migration and Server Disaggregation.","Umea University, Sweden",2014,,https://urn.kb.se/resolve?urn=urn:nbn:se:umu:diva-87904,,,,,,,,,,,,,,,,,
Johan Silvander,Towards Intent-Driven Systems Based on Context Frames.,"Blekinge Institute of Technology, Sweden",2021,,"https://urn.kb.se/resolve?urn=urn:nbn:se:bth-22178, https://nbn-resolving.org/urn:nbn:se:bth-22178, https://www.base-search.net/Record/c72b78139f673ebd26fc46596c6375131535dbecf08e560d376a60ed0ec625fb",,,,,,,,,,,,base-search.net (ftblekingethallb:oai:DiVA.org:bth-22178),,,,,
Tuwe Löfström,"On Effectively Creating Ensembles of Classifiers : Studies on Creation Strategies, Diversity and Predicting with Confidence.","Stockholm University, Sweden",2015,,"https://urn.kb.se/resolve?urn=urn:nbn:se:su:diva-116683, https://nbn-resolving.org/urn:nbn:se:su:diva-116683, https://www.base-search.net/Record/b57f0325ff4c275ae90f261cb31e61504819a6a65f250a56c4f5e71ab5761d9a",,,,,,,,,,,,base-search.net (ftstockholmuniv:oai:DiVA.org:su-116683),,,,,
Mattias Strand,External Data Incorporation into Data Warehouses.,"Stockholm University, Sweden",2005,,https://urn.kb.se/resolve?urn=urn:nbn:se:su:diva-660,,,,,,,,,,,,,,,,,
Simon Kågström,"Tools, Techniques, and Trade-offs when Porting Large Software Systems to New Environments.","Blekinge Institute of Technology, Sweden",2008,,"https://urn.kb.se/resolve?urn=urn:nbn:se:bth-00402, https://nbn-resolving.org/urn:nbn:se:bth-00402, https://www.base-search.net/Record/b709766a8dc4ab5e718d5d684e0c249f962c55dd3f5b109aabfbfe918161ce61",,,,,,,,,,,,base-search.net (ftblekingethallb:oai:DiVA.org:bth-00402),,,,,
Monica Winge,Collaboration and Coordination Challenges in Patient-Centered Care: Models and Informaion Services.,"Stockholm University, Sweden",2016,,https://urn.kb.se/resolve?urn=urn:nbn:se:su:diva-132693,,,,,,,,,,,,,,,,,
Christos Koniaris,Perceptually motivated speech recognition and mispronunciation detection.,"KTH Royal Institute of Technology, Sweden",2012,,https://urn.kb.se/resolve?urn=urn:nbn:se:kth:diva-102321,,,,,,,,,,,,,,,,,
Per-Arne Persson,Bringing power and knowledge together: information systems design for autonomy and control in command work.,"Linköping University, Sweden",2000,,https://urn.kb.se/resolve?urn=urn:nbn:se:liu:diva-4926,,,,,,,,,,,,,,,,,
Ali Ghadirzadeh,Sensorimotor Robot Policy Training using Reinforcement Learning.,"KTH Royal Institute of Technology, Sweden",2018,,https://urn.kb.se/resolve?urn=urn:nbn:se:kth:diva-228295,,,,,,,,,,,,,,,,,
Mehrdad Saadatmand,Preservation of Extra-Functional Properties in Embedded Systems Development.,"Mälardalen University, Sweden",2015,,"https://urn.kb.se/resolve?urn=urn:nbn:se:mdh:diva-27300, https://www.base-search.net/Record/263817cc87b974878023d10f320f67cc9d84eb63555ce044037c4010b873c476",,,,,,,,,,,,base-search.net (ftmaelardalensho:oai:DiVA.org:mdh-27300),,,,,
Fredrik Wernstedt,Multi-Agent Systems for Distributed Control of District Heating Systems.,"Blekinge Institute of Technology, Sweden",2005,,"https://urn.kb.se/resolve?urn=urn:nbn:se:bth-00317, https://nbn-resolving.org/urn:nbn:se:bth-00317, https://www.base-search.net/Record/69f67e7faa9c3609aa911c47c965bcd9a55c440409ea2b846fb356b7b628b5b9",,,,,,,,,,,,base-search.net (ftblekingethallb:oai:DiVA.org:bth-00317),,,,,
Iman Morshedzadeh,Managing virtual factory artifacts in extended product lifecycle management systems.,"University of Skövde, Sweden",2021,,https://urn.kb.se/resolve?urn=urn:nbn:se:his:diva-19560,,,,,,,,,,,,,,,,,
Roshan Weerasekera,System Interconnection Design Trade-offs in Three-Dimensional (3-D) Integrated Circuits.,"KTH Royal Institute of Technology, Sweden",2008,,https://urn.kb.se/resolve?urn=urn:nbn:se:kth:diva-9586,,,,,,,,,,,,,,,,,
Martin Fredriksson,Online engineering: On the nature of open computational systems.,"Blekinge Institute of Technology, Sweden",2004,,"https://urn.kb.se/resolve?urn=urn:nbn:se:bth-00246, https://nbn-resolving.org/urn:nbn:se:bth-00246, https://www.base-search.net/Record/bc320ee536a5247d72a37cf658f60474f1f3e5d340ae572dd2de9a528085a92a",,,,,,,,,,,,base-search.net(ftblekingethallb:oai:DiVA.org:bth-00246),,,,,
Ali Ghodsi 0002,Distributed k-ary System: Algorithms for Distributed Hash Tables.,"KTH Royal Institute of Technology, Sweden",2006,,"https://urn.kb.se/resolve?urn=urn:nbn:se:kth:diva-4186, https://urn.kb.se/resolve?urn=urn:nbn:se:ri:diva-21186",,,,,,,,,,,,,,,,,
Anders Svensson,Från norra ståplats till cyberspace: En beskrivning av en diskussion på internet om ishockey utifrån ett offentlighetsperspektiv.,"Jönköping University, Sweden",2007,,https://urn.kb.se/resolve?urn=urn:nbn:se:hj:diva-3922,,,,,,,,,,,,,,,,,
Thomas Porathe,3-D Nautical Charts and Safe Navigation.,"Mälardalen University, Sweden",2006,,https://urn.kb.se/resolve?urn=urn:nbn:se:mdh:diva-136,,,,,,,,,,,,,,,,,
Raghu Chaitanya Munjulury,Knowledge-Based Integrated Aircraft Design: An Applied Approach from Design to Concept Demonstration.,"Linköping University, Sweden",2017,,https://urn.kb.se/resolve?urn=urn:nbn:se:liu:diva-137646,,,,,,,,,,,,,,,,,
Hiran Ekanayake,Validating User Engagement and Effectiveness of Training Simulations : A mixed-methods approach informed by embodied cognition and psychophysiological measures.,"Stockholm University, Sweden",2015,,https://urn.kb.se/resolve?urn=urn:nbn:se:su:diva-122546,,,,,,,,,,,,,,,,,
Mahder Gebremedhin,Automatic and Explicit Parallelization Approaches for Equation Based Mathematical Modeling and Simulation.,"Linköping University, Sweden",2018,,https://urn.kb.se/resolve?urn=urn:nbn:se:liu:diva-152789,,,,,,,,,,,,,,,,,
Emadeldeen Hassan,Topology optimization of antennas and waveguide transitions.,"Umea University, Sweden",2015,,https://urn.kb.se/resolve?urn=urn:nbn:se:umu:diva-102505,,,,,,,,,,,,,,,,,
Olga Viberg,Design and use of mobile technology in distance language education: Matching learning practices with technologies-in-practice.,"Dalarna University, Sweden",2015,,https://urn.kb.se/resolve?urn=urn:nbn:se:du-20356,,,,,,,,,,,,,,,,,
Cenny Wenner,Label Cover Reductions for Unconditional Approximation Hardness of Constraint Satisfaction.,"Stockholm University, Sweden",2014,,https://urn.kb.se/resolve?urn=urn:nbn:se:su:diva-107685,,,,,,,,,,,,,,,,,
Toke Høiland-Jørgensen,Bufferbloat and Beyond: Removing Performance Barriers in Real-World Networks.,"Karlstad University, Sweden",2018,,https://urn.kb.se/resolve?urn=urn:nbn:se:kau:diva-69416,,,,,,,,,,,,,,,,,
Björn Johansson 0001,Deciding on Sourcing Option for Hosting of Software Applications in Organisations.,"Linköping University, Sweden",2007,,https://urn.kb.se/resolve?urn=urn:nbn:se:liu:diva-10024,,,,,,,,,,,,,,,,,
Ali Mohammad Padyab,Exploring Impacts of Secondary Information Use on Individual Privacy.,"Lulea University of Technology, Sweden",2018,,https://urn.kb.se/resolve?urn=urn:nbn:se:ltu:diva-68991,,,,,,,,,,,,,,,,,
Wiebke Köpp,Static Visualizations for Dynamic Hierarchies.,"KTH Royal Institute of Technology, Sweden",2022,,https://urn.kb.se/resolve?urn=urn:nbn:se:kth:diva-321089,,,,,,,,,,,,,,,,,
Nadeem Abbas,Designing Self-Adaptive Software Systems with Reuse.,"Linnaeus University, Sweden",2018,,https://urn.kb.se/resolve?urn=urn:nbn:se:lnu:diva-74443,,,,,,,,,,,,,,,,,
Jonas Sjöström,Designing Information Systems: A pragmatic account.,"Uppsala University, Sweden",2010,,https://urn.kb.se/resolve?urn=urn:nbn:se:uu:diva-130661,,,,,,,,,,,,,,,,,
Isaac Elias,"Computational problems in evolution: Multiple alignment, genome rearrangements, and tree reconstruction.","KTH Royal Institute of Technology, Sweden",2006,,https://urn.kb.se/resolve?urn=urn:nbn:se:kth:diva-4170,,,,,,,,,,,,,,,,,
Thomas Sandholm,Statistical Methods for Computational Markets: Proportional Share Market Prediction and Admission Control.,"KTH Royal Institute of Technology, Sweden",2008,,https://urn.kb.se/resolve?urn=urn:nbn:se:kth:diva-4738,,,,,,,,,,,,,,,,,
Christina Amcoff Nyström,Designing Intranets for Viability: Approaching Organizational Empowerment and Participation.,"Umea University, Sweden",2006,,https://urn.kb.se/resolve?urn=urn:nbn:se:umu:diva-714,,,,,,,,,,,,,,,,,
Erik Larsson,An Integrated System-Level Design for Testability Methodology.,"Linköping University, Sweden",2000,,https://urn.kb.se/resolve?urn=urn:nbn:se:liu:diva-4932,,,,,,,,,,,,,,,,,
Christer Andersson,Design and Evaluation of Anonymity Solutions for Mobile Networks.,"Karlstad University, Sweden",2007,,https://urn.kb.se/resolve?urn=urn:nbn:se:kau:diva-1282,,,,,,,,,,,,,,,,,
Ulrika H. Westergren,Disentangling sociomateriality: an exploration of remote monitoring systems in interorganizational networks.,"Umea University, Sweden",2011,,https://urn.kb.se/resolve?urn=urn:nbn:se:umu:diva-43488,,,,,,,,,,,,,,,,,
Alisa Lincke,A Computational Approach for Modelling Context across Different Application Domains.,"Linnaeus University, Sweden",2020,,https://urn.kb.se/resolve?urn=urn:nbn:se:lnu:diva-93251,,,,,,,,,,,,,,,,,
Othmane Rezine,Verification of networks of communicating processes: Reachability problems and decidability issues.,"Uppsala University, Sweden",2017,,https://urn.kb.se/resolve?urn=urn:nbn:se:uu:diva-334788,,,,,,,,,,,,,,,,,
Niklas Johansson,Self-Service Recovery.,"Karlstad University, Sweden",2007,,https://urn.kb.se/resolve?urn=urn:nbn:se:kau:diva-575,,,,,,,,,,,,,,,,,
Junchen Jin,Advance Traffic Signal Control Systems with Emerging Technologies.,"KTH Royal Institute of Technology, Sweden",2018,,https://urn.kb.se/resolve?urn=urn:nbn:se:kth:diva-227713,,,,,,,,,,,,,,,,,
Muneeb Khan,Optimizing Performance in Highly Utilized Multicores with Intelligent Prefetching.,"Uppsala University, Sweden",2016,,https://urn.kb.se/resolve?urn=urn:nbn:se:uu:diva-272095,,,,,,,,,,,,,,,,,
Jan Aidemark,Strategic Planning of Knowledge Management Systems : A Problem Exploration Approach.,"Stockholm University, Sweden",2007,,https://urn.kb.se/resolve?urn=urn:nbn:se:su:diva-6836,,,,,,,,,,,,,,,,,
